epoch,accuracy,loss,val_accuracy,val_loss
0,0.2958333194255829,3.709756374359131,0.8282234072685242,2.3444604873657227
1,0.6005555391311646,2.2236855030059814,0.861822783946991,1.2701267004013062
2,0.6563888788223267,2.0160562992095947,0.8782024383544922,1.272666096687317
3,0.6770833134651184,1.9548596143722534,0.8782024383544922,1.2740676403045654
4,0.6768055558204651,1.9573451280593872,0.8794624209403992,1.2792291641235352
5,0.6994444727897644,1.8754994869232178,0.8899621963500977,1.2762149572372437
6,0.7251389026641846,1.7953153848648071,0.8937421441078186,1.264614224433899
7,0.7394444346427917,1.7372946739196777,0.8912221789360046,1.254988670349121
8,0.7601388692855835,1.6845637559890747,0.8924821615219116,1.2475112676620483
9,0.7705555558204651,1.6418182849884033,0.894162118434906,1.2399413585662842
10,0.773472249507904,1.6389365196228027,0.894162118434906,1.238462209701538
11,0.7770833373069763,1.6185617446899414,0.8996220231056213,1.2327964305877686
12,0.7786111235618591,1.6140711307525635,0.8975220322608948,1.2330527305603027
13,0.7777777910232544,1.6106183528900146,0.892902135848999,1.2390122413635254
14,0.7711111307144165,1.63772714138031,0.8975220322608948,1.229780673980713
15,0.7870833277702332,1.5769702196121216,0.8996220231056213,1.2214953899383545
16,0.7927777767181396,1.56183660030365,0.9008820056915283,1.2177189588546753
17,0.7984722256660461,1.5546789169311523,0.9008820056915283,1.2138983011245728
18,0.8141666650772095,1.5010051727294922,0.9008820056915283,1.2060227394104004
19,0.8229166865348816,1.4777928590774536,0.9021419286727905,1.2049264907836914
20,0.8274999856948853,1.459997534751892,0.9050819277763367,1.201871633529663
21,0.8316666483879089,1.4540241956710815,0.9042419195175171,1.2007039785385132
22,0.8419444561004639,1.418967366218567,0.9029819369316101,1.1990966796875
23,0.851527750492096,1.406690001487732,0.9029819369316101,1.1959635019302368
24,0.8450000286102295,1.407310962677002,0.9050819277763367,1.1941972970962524
25,0.852222204208374,1.3827718496322632,0.9008820056915283,1.1949245929718018
26,0.8530555367469788,1.3820199966430664,0.9029819369316101,1.1929638385772705
27,0.8547222018241882,1.3812780380249023,0.9021419286727905,1.1919561624526978
28,0.8602777719497681,1.3712137937545776,0.9021419286727905,1.192122220993042
29,0.8605555295944214,1.3753414154052734,0.9017219543457031,1.1914007663726807
30,0.8668055534362793,1.3568936586380005,0.9021419286727905,1.1913105249404907
31,0.8447222113609314,1.404628038406372,0.9008820056915283,1.1923173666000366
32,0.8504166603088379,1.3976423740386963,0.9013019800186157,1.1952402591705322
33,0.8554166555404663,1.3808773756027222,0.9008820056915283,1.1943289041519165
34,0.8550000190734863,1.3786191940307617,0.9021419286727905,1.1952849626541138
35,0.8663889169692993,1.3598265647888184,0.9008820056915283,1.192545771598816
36,0.8648611307144165,1.3455157279968262,0.9038219451904297,1.1858737468719482
37,0.8731944561004639,1.3353159427642822,0.9029819369316101,1.1891345977783203
38,0.8752777576446533,1.3264825344085693,0.9013019800186157,1.1912071704864502
39,0.8801388740539551,1.3097285032272339,0.9029819369316101,1.182687759399414
40,0.8773611187934875,1.3148846626281738,0.9046618938446045,1.181766390800476
41,0.8862500190734863,1.297262191772461,0.9046618938446045,1.1797430515289307
42,0.8980555534362793,1.275342583656311,0.9021419286727905,1.177841067314148
43,0.8913888931274414,1.2806624174118042,0.9063418507575989,1.1790504455566406
44,0.8940277695655823,1.2722216844558716,0.9059218764305115,1.1774916648864746
45,0.9006944298744202,1.258089303970337,0.9025619626045227,1.1841996908187866
46,0.8987500071525574,1.255932092666626,0.9042419195175171,1.176206111907959
47,0.8993055820465088,1.2600438594818115,0.9050819277763367,1.173659086227417
48,0.9059722423553467,1.2457406520843506,0.9038219451904297,1.179486870765686
49,0.9073610901832581,1.239355206489563,0.9021419286727905,1.1732444763183594
50,0.9076389074325562,1.2395268678665161,0.9042419195175171,1.1714105606079102
51,0.9115277528762817,1.2301702499389648,0.9025619626045227,1.170450210571289
52,0.9137499928474426,1.226773977279663,0.9038219451904297,1.16998291015625
53,0.9173611402511597,1.2195262908935547,0.9046618938446045,1.1681956052780151
54,0.9154166579246521,1.2161588668823242,0.9055019021034241,1.1698906421661377
55,0.9127777814865112,1.2276562452316284,0.9029819369316101,1.1699105501174927
56,0.9127777814865112,1.2297697067260742,0.9046618938446045,1.1694337129592896
57,0.9097222089767456,1.2251518964767456,0.9055019021034241,1.168253779411316
58,0.9113888740539551,1.2266477346420288,0.9059218764305115,1.1674243211746216
59,0.9201388955116272,1.207092046737671,0.9038219451904297,1.1677300930023193
60,0.9177777767181396,1.2182862758636475,0.906761884689331,1.1678410768508911
61,0.9244444370269775,1.203125,0.9050819277763367,1.168205976486206
62,0.9191666841506958,1.2134078741073608,0.9042419195175171,1.1668975353240967
63,0.9206944704055786,1.2071094512939453,0.9046618938446045,1.1666994094848633
64,0.9141666889190674,1.2139276266098022,0.9055019021034241,1.1679471731185913
65,0.9202777743339539,1.2010126113891602,0.9038219451904297,1.167190670967102
66,0.9204166531562805,1.2065174579620361,0.9046618938446045,1.167884111404419
67,0.917638897895813,1.2101749181747437,0.9042419195175171,1.1680517196655273
68,0.925000011920929,1.1997015476226807,0.9050819277763367,1.1676734685897827
69,0.92208331823349,1.200885534286499,0.9042419195175171,1.1655577421188354
